['location', 'city', 'country', 'utc', 'local', 'parameter', 'value', 'unit', 'latitude', 'longitude', 'attribution'],,
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'pm25', '2', 'µg/m³', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'no2', '0.018', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'co', '0.23', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'so2', '0', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'o3', '0.022', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Chelmsford', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'o3', '0.027', 'ppm', '42.6267', '-71.3622'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'no2', '0.017', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'o3', '0.019', 'ppm', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'pm25', '2', 'µg/m³', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'o3', '0.027', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'no2', '0.006', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'pm25', '3', 'µg/m³', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'so2', '0.002', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'pm10', '9', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'pm25', '3.6', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T11:00:00.000Z', '2020-01-21T06:00:00-05:00', 'o3', '0.032', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'so2', '0', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'pm25', '0', 'µg/m³', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'o3', '0.028', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'no2', '0.014', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'so2', '0', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'co', '0.19', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'no2', '0.017', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'o3', '0.029', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'no2', '0.01', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Chelmsford', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'o3', '0.035', 'ppm', '42.6267', '-71.3622'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'o3', '0.021', 'ppm', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'pm25', '0', 'µg/m³', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'pm25', '2', 'µg/m³', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'o3', '0.029', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'no2', '0.004', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'so2', '0.002', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'pm25', '3.8', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'pm10', '13', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T10:00:00.000Z', '2020-01-21T05:00:00-05:00', 'o3', '0.031', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'so2', '0', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'pm25', '-1', 'µg/m³', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'o3', '0.029', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'no2', '0.012', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'co', '0.18', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'so2', '0', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'no2', '0.015', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'no2', '0.011', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'o3', '0.029', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Chelmsford', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'o3', '0.036', 'ppm', '42.6267', '-71.3622'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'pm25', '1', 'µg/m³', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'o3', '0.023', 'ppm', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'pm25', '3', 'µg/m³', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'o3', '0.031', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'no2', '0.003', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'so2', '0.003', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'pm25', '4.6', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'o3', '0.029', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T09:00:00.000Z', '2020-01-21T04:00:00-05:00', 'pm10', '19', 'µg/m³', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'so2', '0', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'pm25', '1', 'µg/m³', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'no2', '0.012', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'o3', '0.03', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Boston - Roxbury', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'co', '0.19', 'ppm', '42.329399', '-71.082497'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'no2', '0.011', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['BOSTON-KENMORE', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'so2', '0', 'ppm', '42.3489', '-71.097702'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'o3', '0.031', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['E. Milton - Blue Hil', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'no2', '0.009', 'ppm', '42.2117', '-71.114403'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Chelmsford', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'o3', '0.038', 'ppm', '42.6267', '-71.3622'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'o3', '0.024', 'ppm', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Haverhill', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'pm25', '-1', 'µg/m³', '42.7708', '-71.1028'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'pm25', '4', 'µg/m³', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'o3', '0.031', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['LYNN', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'no2', '0.003', 'ppm', '42.474701', '-70.971901'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""Massachusetts Dept. of Environmental Protection""}]']"
['Portsmouth', 'Boston-Cambridge-Quincy', 'US', '2020-01-21T08:00:00.000Z', '2020-01-21T03:00:00-05:00', 'so2', '0.002', 'ppm', '43.075371', '-70.748017'," '[{""name"":""US EPA AirNow""","url:""http://www.airnow.gov/""}","{""name"":""New Hampshire Dept. of Environmental Services""}]']"
